phonemes,ground_truth,prediction
utɕɛkw tɨlkɔ jɛdɛn ʒɔwɲʲɛʒ dvux lɛʒawɔ s pʃɛstʃɛlɔnɨmi ɡwɔvami,"Uciekł tylko jeden żołnierz, dwóch leżało z przestrzelonymi głowami.",Uciekł tylko jeden żołnierz dwóch leżało z przestrzelonymi głosami.
zakɔɲtʃɨfʃɨ zvɨtɕɛ̃skɔ tʃfartɔ̃ z ʒɛndu partjɛ pɔʒɛɡnawɛm ɕɛ i vɨʃɛdwɛm,"Zakończywszy zwycięsko czwartą z rzędu partię, pożegnałem się i wyszedłem.",Zakończywszy zwycięsko czwartą z rzędu partię porzekłem się i wyszedłem.
ɲʲɛ swɨʃɛ tɕɛ,Nie słyszę cię.,Nie słyszę cię.
pʃɛstɛ dva lata mɲʲɛ tu f tɨx strɔnax ɲʲɛ bɨwɔ,Przez te dwa lata mnie tu w tych stronach nie było…,Przede dwa lata mnie tu w tych stronach nie było.
tʃɛkam aʃ ɔbrazɨ pɔdɲʲɔsɔ̃ ɕɛ pʃɛdɛmnɔ̃ jak pʃɛd zaklinatʃɛm vɛ̃ʒɛ,"Czekam, aż obrazy podniosą się przede mną, jak przed zaklinaczem wężę.","Czekam, aż obrazy podniosą się przede mną, jak przed zaklinaczem węze."
ɲʲɛ pɔruʃɨw ɕɛ,Nie poruszył się.,Nie poruszył się.
matɕɛ tupɛd ʒɛbɨ ɕɛ tu pɔjavʲatɕ,"Macie tupet, żeby się tu pojawiać.","Macie tupedł, żeby się tu pojawiała."
ftɛdɨ z utʃutɕɛm ɲʲɛvɨpɔvʲɛdʑanɛj trfɔɡʲi i zdumjɛɲʲa pɔznawɛm mɔjɔ̃ naʒɛtʃɔnɔ̃,Wtedy z uczuciem niewypowiedzianej trwogi i zdumienia „poznałem” moją narzeczoną.,Wtedy z uczuciem niewypowiedzianej tragedii i zdumienia poznałem moją narzeczoną.
uznawɛm iʃ stanɔviskɔ tɔ vwaɕɲʲɛ mi ɔtpɔvʲada,"Uznałem, iż stanowisko to właśnie mi odpowiada.","Uważam, iż stanowisko to właśnie mi odpowiada"
mʲawa ɔna lad dʑɛvʲɛɲdʑɛɕɔnt jɛdɛn tɔ znatʃɨ tʃɨnaɕtɕɛ razɨ pɔ ɕɛdɛm,"Miała ona lat dziewięćdziesiąt jeden, to znaczy trzynaście razy po siedem.","Miała ona lat dziesięćdziesiąt jeden, to znaczy czynność razy po siedem."
pʃɨʒɛkam ʒɛ ɲʲɛ ruʃɛ ɕɛ s tɛɡɔ mʲɛjstsa,"Przyrzekam, że nie ruszę się z tego miejsca.","Przyrzekam, że nie ruszę się z tego miejsca"
kama lɛʒawa ftɕɔ̃ʒ w ɡwɛmbɔkim uɕpʲɛɲʲu,Kama leżała wciąż w głębokim uśpieniu.,kama leżała wciąż w głębokim uśpieniu.
kɔxam tɕɛ dlatɛɡɔ najpravdɔpɔdɔbɲʲɛj bɔ tɕɛrpjɛ s pɔvɔdu utratsɔnɛɡɔ nartsɨzmu,"Kocham cię dlatego najprawdopodobniej, bo cierpię z powodu utraconego narcyzmu.","Kochem cię dlatego najprawdopodobniej, bo cierpie z powodu utraconego nacywilu"
pʃɛbɨw pan ʃtʃɛɲɕlivʲɛ nadɛr pɔvaʒnɔ̃ xɔrɔbɛ fʃɛlkʲɛ vzruʃɛɲʲa mɔɡwɨbɨ panu zaʃkɔdʑitɕ,Przebył pan szczęśliwie nader poważną chorobę; wszelkie wzruszenia mogłyby panu zaszkodzić.,Przebył pan szczęśliwie nadder poważną chorobę wszelkie wzruszenia mogłyby panu zaszkodzić.
zatʃɨnaw ɔttʃuvadʑ znuʒɛɲʲɛ,Zaczynał odczuwać znużenie.,Zaczynał odczuwać zznużenie.
ɔtprɔvadʑɛ tɕɛ,Odprowadzę cię.,Odprowadzę cię.
a pɔdlaɕaɡ ɡdʑɛ zapɨtaw z ɲʲɛpɔkɔjɛm,A Podlasiak gdzie? — zapytał z niepokojem.,A polasiad gdzie zapytał z niepokojem.
mɔŋɡɔwɔvʲɛ utʃɨɲili tɔ samɔ,Mongołowie uczynili to samo.,Mągołowie uczynili to samo.
ɲʲɛktuʒɨ zatʃɛli pʃɛskakivatɕ pʃɛs pwɔt,Niektórzy zaczęli przeskakiwać przez płot.,Niektórzy zaczęli przeskakywać przez płod.
alɛ ta jɛdna krutka nɔdʑ blaskʲɛm ɔblawa tsawɔ̃ drɔɡɛ mɛɡɔ ʒɨtɕa,Ale ta jedna krótka noc blaskiem oblała całą drogę mego życia.,Ale ta jedna krótka noc blaskiem obiła całą drogę mego życia.
ɲʲɛxta dɔʒutɕiw znɔvu kulavʲɛts i znɔvu maxnɔw rɛŋkɔ̃,Niechta! — dorzucił znowu kulawiec i znowu machnął ręką.,Niedług dorzucił znowu kulawiec i znowu machnął ręką.
w ɔstatɲix ʃtʃɛɡulɲʲɛj tʃasax pʃɨjatɕɛlɛ vzajɛm na ɕɛbjɛ uskarʒatɕ ɕɛ ɲʲɛ mɔɡli,W ostatnich szczególniej czasach przyjaciele wzajem na siebie uskarżać się nie mogli.,W ostatnich szczególnych czasach przyjaciele wzajem na siebie uskarzać się nie mogli.
xɔdʑiwa namjɛntɲʲɛ dɔ kina i nazajutʃ mʲɛvawa takʲɛ stanɨ,Chodziła namiętnie do kina i nazajutrz miewała takie stany.,Chodziła namiętnie do kina i nazajusz miała takie stany.
i pɔdaw matɕuɕɔvi papʲɛr ftɕɔ̃ʃ stɔjɔnts na batʃnɔɕtɕ,"I podał Maciusiowi papier, wciąż stojąc na baczność.",I podał Maciuśowi papier wciąż stojąc na baczność.
ɛva bɛɲdʑɛ s kɔlɛʒaŋkami,Ewa będzie z koleżankami.,Ewa będzie z koleżankami
tʃɨ vʲɛruʒ vrutɕiw,Czy Wierusz wrócił?,Czy wieczór wrócił?
bɛɲdʑɛʒ zɛmnɔ̃ tɛras rɔzmavʲaw tʃɨ tɛʒ vɔliʃ rɔzmɨɕladʑ za kratami,Będziesz ze mną teraz rozmawiał czy też wolisz rozmyślać za kratami?,"Będziesz ze mną teraz rozmawiał, czy też wolisz rozmyślać za kratami."
w zɛʃwɨm rɔku jarmark tɕɛʃɨw ɕɛ ɔlbʒɨmjɔ̃ pɔpularnɔɕtɕɔ̃,W zeszłym roku Jarmark cieszył się olbrzymią popularnością.,W zeszłym roku jarmark cieszył się olbrzymią polarnością.
ɔna ɲʲɛ znɔɕiwa dɔtɨku,Ona nie znosiła dotyku.,Ona nie znosiła dotyku.
jɛdnaɡʒɛ ɲimfɨ umjawɨ ɔtumaɲitɕ fawna,Jednakże nimfy umiały otumanić Fauna.,Jednakże nimy umiała omówić fawna.
bɨw mawɨ pʲɛɲtɕɔlɛtɲi janɔː i jɛɡɔ ɕfʲat maɡji,Był mały pięcioletni Jano i jego świat magii.,"Był mały pięcioletni, Jano i jego świat Magini."
dɲʲɛm i nɔtsɔ̃,Dniem i nocą!,Dniem i nocą.
na ɕlɛpɔː upɛvɲiw pɔdlaɕak,Na ślepo! — upewnił Podlasiak.,Na ślepo upewnił polasiak.
nɔ tak tɛras pujdɛ minɛwa juʒ dʑɛɕɔnta,"No tak, teraz pójdę, minęła już dziesiąta.",No tak teraz pójdzie minęła już dziesiąta.
i fɕɛdliɕmɨ dɔ wɔdʑi,I wsiedliśmy do łodzi.,I wzięliśmy do łodzi.
ʃwɔː im trudnɔ,Szło im trudno.,Szło im trudno.
taɡ ɡɔ zaklinaw i prɔɕiw,tak Go zaklinał i prosił.,Tak go zakliwał i prosił.
pɔɕrɔtku vidɲʲaw ɔpʃɛrnɨ i ɔkazawɨ pawadʑ bɛz daxu,Pośrodku widniał obszerny i okazały pałac bez dachu.,Pośrodku widniał obszerny i okazały pałasz bez dachu.
itɕ juʃ jur ʒɛkwa waɡɔdɲʲɛ,"Idź już, Jur! — rzekła łagodnie.",Idź już już już rzekła łagodnie.
f tɨm tkfi ɡra pɔlitɨtʃna,W tym tkwi gra polityczna.,W tym tkwi gra polityczna
tʃɨ mɔɡɛ z jɔt,Czy mogę z J.,Czy mogę z jąd?
alɛ zamjazd zɲʲɛxɛɲtɕitɕ jɛʃtʃɛ bardʑɛj rɔspala ɕɛ w matɕuɕu ɲʲɛtɕɛrplivɔɕtɕ,"Ale zamiast zniechęcić, jeszcze bardziej rozpala się w Maciusiu niecierpliwość.",Ale zamiast zniechęcić jeszcze bardziej rozpala się w matciu niecierpliwość.
pʃɛt ɲimi pʲɛntʃɨw ɕɛ laz bukɔvɨ,Przed nimi piętrzył się las bukowy.,Przed nimi piętrzył się laz bukowy.
jɛʃtʃɛ dɛlɛɡat pɔtpisaw f kɕɛndʑɛ vʲɛ̃ʑɛnnɛj pɔkfitɔvaɲʲɛ ʒɛ ɔdɛbraw matɕuɕa,"Jeszcze delegat podpisał w księdze więziennej pokwitowanie, że odebrał Maciusia.","Jeszcze delegat podpisał w księdze więziennej pogratulowanie, że odebrał Macusia."
ɲʲɛ patʃɨw navɛt jak ɕɛ kɔwɔ ɲʲɛɡɔ zabavʲaw xanɲibal,"Nie patrzył nawet, jak się koło niego zabawiał Hannibal.","Nie patrzył nawet, jak się koło niego zabawił Burundi."
w ɔɡulɛ lubjɛ pɔdruʒɔvatɕ w miltʃɛɲʲu,W ogóle lubię podróżować w milczeniu.,W ogóle lubię podróżować w milczeniu
pʃɛpraʃam pana prɔʃɛ ɔ bʲilɛt,Przepraszam pana — proszę o bilet.,Przepraszam pana proszę o bilet.
paltɔ mʲaw ʒɛtʃɨviɕtɕɛ kʃɨvɔ zapʲɛntɛ,Palto miał rzeczywiście krzywo zapięte.,Palto miał rzeczywiście krzywo zapięte.
bɛndɛ ɕɛ twumatʃɨw paɲi i tak ɲʲɛ uvʲɛʒɨ,"Będę się tłumaczył, pani i tak nie uwierzy.",Będę się tłumaczył pani i tak nie uwierzy.
mɔʒɛ zɛxtsɛ zɛmnɔ̃ zataɲtʃɨtɕ,Może zechce ze mną zatańczyć…,Może zechcę ze mną zatańczyć?
jak ɔnɛ vɨɡlɔndajɔ̃,Jak one wyglądają?,Jak one wyglądają?
ɔna jɛmu sfɔjɔ̃ fɔtɔɡrafjɛ,Ona jemu — swoją fotografię.,Ona jemu swoją fotografię.
tsɔ jɛzd dla tɕɛbjɛ w ʒɨtɕu najvaʒɲʲɛjʃɛ,Co jest dla ciebie w życiu najważniejsze?,Co jest dla ciebie w życiu najważniejsze?
ʒutɕ im tsɔɕ w wɛp,Rzuć im coś w łeb.,Rzuć im coś w łeb.
a tʃɨ istɲʲɛjɛ ɕfʲat,A czy istnieje świat?,A czy istnieje świat?
ɡdʑɛʃ mʲɛli ʃukatɕ spɔtkaɲʲa z bɔɡami z dɔbrɨmi i zwɨmi duxami,"Gdzież mieli szukać spotkania z bogami, z dobrymi i złymi duchami?",Gdzież mieli szukać spotkania z bogami z dobrymi i złymi duchami?
tsɔ tɔ za mɛdaljɔn zapɨtawa naɡlɛ ɕɛŋɡajɔnts rɛŋkɔ̃ ku mɛj ʃɨi,"Co to za medalion? — zapytała nagle, sięgając ręką ku mej szyi.","Co to za melancholon zapytała nagle, sięgając ręką ku mej szyi."
kruʒɡaŋki mʲɛndʑɨ dɔmami,Krużganki między domami.,Klużgariki między domami.
z ɔtfartɛɡɔː ɔkna bɨwɔ swɨxatɕ radjɔ,Z otwartego okna było słychać radio.,Z otwartego okna było słyszać Radjo.
pɔvʲɛdʑawa zmɛntʃɔnɨm ɡwɔsɛm muʃɛ jɛʃtʃɛ pɔftuʒɨtɕ watɕinɛ,Powiedziała zmęczonym głosem: — Muszę jeszcze powtórzyć łacinę.,Powiedziała zmęczonym głosem muszę jeszcze powtórzyć łatwię.
bɨw tɔ jɛdɛn z najtɛ̃ʃʃɨx w ɔkɔlitsɨ ʃtʃuruv vɔdnɨx,Był to jeden z najtęższych w okolicy „szczurów wodnych”.,Był to jeden z najtęższych w okolicy szturmów wodnych.
ɲʲɛ stfʲɛrdʑɔnɔː aɲi ɕladu tʃɛɡɔɕ pɔdɔbnɛɡɔ,Nie stwierdzono ani śladu czegoś podobnego.,Nie stwierdzono ani śladu czegoś podobnego.
nɛwrɔlɔɡ zɡaɕiw papʲɛrɔsa ɲʲɛxtsɛʃ xɔdʑidʑ dɔ ʃkɔwɨ pravda ɲʲɛxtsɛ,"Neurolog zgasił papierosa — Nie chcesz chodzić do szkoły, prawda? — Nie chcę.","Normandz zgasił papierosa, nie chcesz chodzić do szkoły prawda nie chce."
ras jɔ̃ tɨlkɔ vidʑawɛm ras jɛdɛn jɛdɨnɨ,"Raz ją tylko widziałem, raz jeden jedyny.",Raz ją tylko widziałem raz jeden jedyny.
tsɔ zavɔwaw pan rɨʃart ɔtfʲɛrajɔnts ɔtʃɨ ʃɛrɔkɔ,Co?! — zawołał pan Ryszard otwierając oczy szeroko.,"Co zawołał pan ryszar, odzwierając oczy szeroko."
jaɡ ɡdɨbɨ xtɕawɔ mɲʲɛ ɔstʃɛts,Jak gdyby chciało mnie ostrzec.,Jak gdyby chciało mnie ostrzec?
xtɕawabɨm mʲɛtɕ sfuj dɔm albɔ mʲɛʃkaɲʲɛ,Chciałabym mieć swój dom albo mieszkanie.,Chciałabym mieć swój dom albo mieszkanie.
alɛ tɔ na ɲits bɔː ɔn utɕɛkɲʲɛ druɡʲim vɨlɔtɛm vɔ̃vɔzu,"Ale to na nic, bo on ucieknie drugim wylotem wąwozu!","Ale to na nic, bo on ucieknie drugim wylotem wąwozu."
bʒuʃɛk ma pɛŋkatɨ jak tɔ ʑarŋkɔ ɡrɔxu,Brzuszek ma pękaty jak to ziarnko grochu.,"Brzęszek ma pękaty, jak to ziarnko grochu."
xɔɔɔɔ jaɡ ɡvʲazdɨ uɕmʲɛxnɔw ɕɛ,Hoooo. Jak gwiazdy - uśmiechnął się.,"Chooo, jak głupy uśmiechnął się."
a tɛn pʃɨʒɔnd dɔ tʃɛɡɔ swuʒɨ,A ten przyrząd do czego służy?,A ten przyrząd do czego służy?
pɔdɔbawa mu ɕɛ,Podobała mu się.,Podobała mu się.
ɲʲɛɣ ʒɨjɛ kɔlɛj,Niech żyje kolej!,Niech żyje kolej.
mʲɛɕɔntʃka jɛst tɕɔŋɡwɨm mɛmɛntɔ vivɛrɛ,Miesiączka jest ciągłym memento vivere.,Miejączka jest ciągłym mięto wizę.
takʲɛ pɔmɨwki zdaʒajɔ̃ ɕɛ ɲʲɛras,Takie pomyłki zdarzają się nieraz.,Takie pomysłki zdarzają się teraz
albɔ nas ɲʲɛɣ djabli bjɔrɔ̃ albɔ kapitalizm,"Albo nas niech diabli biorą, albo kapitalizm!","Albo nas niech bogati biorą, albo kapitalizm."
a dlatʃɛɡɔ ɕɛ vɨkrɛntsawaɕ ɔt tɛɡɔ ɲʲɛvʲɛm sama,A dlaczego się wykręcałaś od tego? — Nie wiem sama.,A dlaczego się wykręcać od tego nie wiem sama?
bɨwa druɡa w nɔtsɨ,Była druga w nocy.,Była druga w nocy.
taɡ bɨ vɨɡlɔndawɔ lɛtʃ tɔ spravɨ ɲʲɛ vɨjaɕɲʲa,"Tak by wyglądało, lecz to sprawy nie wyjaśnia.","Tak, by wyglądało, lecz to sprawy nie wyjaśnia"
ja ɲʲɛxtsɛ ʒɛbɨʑ bɨw,"Ja nie chcę, żebyś był.","Ja nie chce, żebyś był."
tʃɨ napravdɛ jɛstɛm ɲʲɛɕmʲɛrtɛlna,Czy naprawdę jestem nieśmiertelna?,Czy naprawdę jestem nieśmiertelna?
nɔ tɔː idʑʒɛ jɛʃtʃɛ ras i dɔbʒɛ pɔʃukaj,"No, to idźże jeszcze raz i dobrze poszukaj!","No, to idzie jeszcze raz i dobrze poszukaj."
dʑɛtɕi pɔvitawɨ ɡɔ radɔɕɲʲɛ,Dzieci powitały go radośnie.,Dzieci powitały go radośnie.
tɨ tɔ rɔzumjɛʃ pʃɨjatɕɛlu mɔstɔvɨ i zrɔbʲiʃ jak ja prɔʃɛ,"Ty to rozumiesz, przyjacielu „Mostowy”, i zrobisz, jak ja proszę.",Ty to rozumiesz przyjacielu mocowy i zrobisz jak ja proszę.
jaɡ vam ɕɛ udawɔ zɛpsutɕ latarɲʲɛ pɨta ɕɛ matɕuɕ,Jak wam się udało zepsuć latarnię? — pyta się Maciuś.,"Jak wam się udało, zepsuć latarnie pytania się Maciuś."
pʃɛstaɲ muviwa ta paɲi,Przestań — mówiła ta pani.,Przestan mówiła ta pani.
ɲʲɛ mɔɡɛ zdatɕ sɔbjɛ spravɨ z ɔdlɛɡwɔɕtɕi z jakʲɛj jɛ ɔɡlɔndam,"Nie mogę zdać sobie sprawy z odległości, z jakiej je oglądam.","Nie mogę zdać sobie sprawy z odległości, z jakiej je oglądam."
damjan zauvaʒɨw ʒɛ bjɛɡɲʲɛ sam,"Damian zauważył, że biegnie sam.","Damjan zauważył, że biegnie sam."
tɔ tɨ pɔmuʃ mɲʲɛ,To ty pomóż mnie.,To ty pomóż mnie.
dʑivɔʒɔna wasa jɛst na mʲut i pʃtʃɔwɔm ɡɔ stalɛ vɨjada,Dziwożona łasa jest na miód i pszczołom go stale wyjada.,Dziwożona łaska jest na mój i przystąpiłem go stalę wydaja.
f kɔɲtsu zaɕfitaw pʃɛt nami vɨlɔt ɕɛɲi,W końcu zaświtał przed nami wylot sieni.,W końcu zaświał przed nami wylot sieni.
pɔtɛm pɔwɔʒɨw ɔwuvɛk i papʲɛr pʃɛt sɔbɔ̃ tsɔ ɲʲɛ bɨwɔ jɛɡɔ zvɨtʃajɛm,"Potem położył ołówek i papier przed sobą, co nie było jego zwyczajem.","Potem położył ołówek i papier przed sobą, co nie było jego zwykłem."
i dʒɛvɔ ʒɨjɛ,I drzewo żyje.,I drzewo żyje.
lɛkaʒ zasɛmpiw ɕɛ,Lekarz zasępił się!,Lekarz zasempił się.
tʃɨʃ mɲʲɛ i tak tsawɛj ɲʲɛ pɔɕadaʃ,Czyż mnie i tak całej nie posiadasz?,Czyż mnie i tak całej nie posiadasz?
publitʃɲʲɛ spɔtɨkamɨ ɕɛ pɔnɔvɲʲɛ,Publicznie spotykamy się ponownie,Publiczne spotykamy się ponownie
ɡdʑɛɕ tɨ z ɲimi xɔdʑiw i tsɔɕtɕɛ tam ɡadali taɡ dwuɡɔ,Gdzieś ty z nimi chodził i coście tam gadali tak długo?,Gdzieś ty z nimi chodził i coście tam gadali tak długo.
tak tɔ dɔvut ɔtʃɨvistɨ zɡɔdʑili ɕɛ jɛdnɔmɨɕlɲʲɛ swuxatʃɛ,"Tak, to dowód oczywisty! — zgodzili się jednomyślnie słuchacze.",Tak to dowód oczywisty zgodzili się jednomyślnie słuchające.
ɡɲʲɛva ɕɛ pan uɕmʲɛxnɔw ɕɛ kapitan,Gniewa się pan? — uśmiechnął się kapitan.,Gniewa się pan uśmiechnął się Kapitan.
f kɔɲtsu ɔbraz zatʃɨna virɔvatɕ juʒ zɲikw,"W końcu obraz zaczyna wirować, już znikł.",W końcu obraz zaczyna wirować już znikł.
ɲʲɛ pɔ trafjɛ,Nie po trafię.,Nie po trafie.
tɛn ɛlɛmɛnt jɛst juʒ dɔstɛmpnɨ,Ten element jest już dostępny.,Ten element jest już dostępny
pɔstanɔviw pisatɕ ɔ mɔʒu ɔ jɛxaɲʲu ɔkrɛntɛm bɔː uvaʒaw ʒɛ tɔ tɛʒ bɨwa vɨtɕɛtʃka,"Postanowił pisać o morzu, o jechaniu okrętem, bo uważał, że to też była wycieczka.","Postanowił pisać o morzu o jachaniu okrętem, bo uważał, że to też była wycieszka."
jɛj nɔɡʲi bɨwɨ tʃɛrvɔnɛ aʒ dɔ kɔlan vɨʒɛj bjawɛ,"Jej nogi były czerwone aż do kolan, wyżej białe.","Jej nogi były czerwone, aż do kolan wyrzekej białe."
vʑɔw jɔ̃ na ramɛ i pɔjɛxali,Wziął ją na ramę i pojechali.,Wziął ją na ramie i pojechali.
ɲiɡdɨ ɲʲɛ umrɛ,Nigdy nie umrę?,Nigdy nie umrę.
ɕɛdʑɔnts ɔ zmrɔku nat stavɛm i swuxajɔnts jak pɔvʲɛv vʲatru vzdɨxa ʒawɔɕɲʲɛ,"Siedząc o zmroku nad stawem i słuchając, jak powiew wiatru wzdycha żałośnie.",Siedząc o zmroku nad stawem i słuchając jak powietrz wiatru wzdycha żałośnie.
ɲʲɛ ɔɡlɔndam tɛlɛvizji,Nie oglądam telewizji.,Nie oglądam Telewizji
kwamstfɔ ma krutkʲɛ nɔɡʲi,Kłamstwo ma krótkie nogi.,Kłamstwo ma krótkie nogi.
ɲʲɛ ɔtpɔvʲadawa tʃaz dwuʃʃɨ utkfifʃɨ pʃɛraʒɔnɛ ɔtʃɨ w dʒvi,"Nie odpowiadała czas dłuższy, utkwiwszy przerażone oczy w drzwi.",Nie odpowiadała czas długoszy utkrywczy przerażone oczy w drzwi.
ɔn dɔznaw vraʒɛɲʲa ʒɛ stɔpɨ jɛɡɔ puʃtʃajɔ̃ kɔʒɔŋki ʒɛ jɛzd vrɔɕɲʲɛntɨ w ʑɛmʲɛ,"On doznał wrażenia, że stopy jego puszczają korzonki, że jest wrośnięty w ziemię.","On doznał wrażenia, że stopy jego pószczają kości, że jest wresznięty w ziemię."
tɔ tɛʃ istɔta ɔrɡaɲitʃna,To też istota organiczna.,To też istota ograniczna
kulavʲɛts kɔɲtsɛm kija zmatsaw pɔɡʲɛntɨ jak fala karɡ zviɲʲɛntɛj f kwɛmbɛɡ dʑivɔʒɔnɨ,Kulawiec końcem kija zmacał pogięty jak fala kark zwiniętej w kłębek dziwożony.,"Kulawiec końcem kija zmatał pogięty, jak fala karg zmieszanej w kłębek dziwożony."
zapal ɕfʲatwɔ f pɔkɔju,Zapal światło w pokoju,Za zapal światło w pokoju.
ɔna juʃ spawa a ɔn swuxaw tʃɨ ɔddɨxa tʃɨ ɲʲɛ umarwa,"Ona już spała, a on słuchał, czy oddycha, czy nie umarła.","Ona już spała, a on słuchał, czy oddycha czy nie umarła."
f takim raʑɛ ɔtpɔvʲɛdʑaw tɕixɔ pɔɲʲuzwbɨm pɔraʃkɛ,W takim razie — odpowiedział cicho — poniósłbym porażkę.,"W takim razie odpowiedział cicho, poniósłbym porażkę."
tɔ bɨwa rɔbɔta,To była robota!,To była robota.
a jaɡ vɨɡlɔndaʃ spɨtawa dʑivɔʒɔna,A jak wyglądasz? — spytała dziwożona.,A jak wyglądasz? — spytała dziwożona.
i vwaɕɲʲɛ tɛɡɔ tsudu zaɲʲɛdbawɔ ɕɛ ɔbɛjʒɛtɕ,I właśnie tego cudu zaniedbało się obejrzeć!,I właśnie tego cudu zaniedbało się obejrzeć.
ja taɡʒɛ nalɛɡaw dalɛj,Ja także — nalegał dalej.,Ja także należał dalej.
kɔlɛʒaŋki mi ɔpɔvʲadawɨ,Koleżanki mi opowiadały.,Koleżanki mi opowiadały.
bɔ pɛvnɨɣ ʒɛtʃɨ ɲʲɛ nalɛʒɨ nazɨ vatɕ,Bo pewnych rzeczy nie należy nazy wać.,Bo pewnych rzeczy nie należy naby wać.
pɔdɛjtɕ,Podejdź.,Podejdź.
jɛdnɔ̃ mi dwɔɲ vɨpuɕtɕtɕɛ na sfɔbɔdɛ napʲɛrawa ɕɛ zɛrkajɔndʑ bwaɡalɲʲɛ na pɔdlaɕaka,"Jedną mi dłoń wypuśćcie na swobodę! — napierała się, zerkając błagalnie na Podlasiaka.",Jedną mi dłoń wypuśćcie na swobodę napierała się zerkając błagalnie na polasiska.
tɔ kɔmitʃnɛ ʒɛ mama mʲawa ɕɛdɛmnaɕtɕɛ lat,"To komiczne, że mama miała siedemnaście lat.","To konkretne, że mama miała siedemnaście lat."
ɔnɛ vɨɡlɔndajɔ̃ jak tsɨɡara i ɛla bɨwa znuf ɲibɨ dɔrɔswa pɔvaʒna,"One wyglądają jak cygara — i Ela była znów niby dorosła, poważna.","Ona wyglądają jak cynara i Estera była znów, niby dorosła poważna."
a jɛɕli vɔli ɲʲɛx ɕɛ f tɔrbjɛ pʃɛɕpi i ɕiw dla nas nabjɛʒɛ,"A jeśli woli, niech się w torbie prześpi i sił dla nas nabierze!",A jeśli woli niech się w torę prześli i sił dla nas nabierze.
dʑiɕaj na ɔbjat xamburɡɛrɨ,Dzisiaj na obiad hamburgery.,Dzisiaj na obiad hambury.
tʃɨli pamjɛnta paɲi mɔmɛnt fprɔvadʑaɲʲa ɡʲimnazjuf juʃ s pɛrspɛktɨvɨ nautʃɨtɕɛla,Czyli pamięta pani moment wprowadzania gimnazjów już z perspektywy nauczyciela?,Czyli pamięta pani moment wprowadzenia gimnazjów już z perspektywy nauczycia?
pɔtʃɔw zapadatɕ ftʃɛsnɨ ʑimɔvɨ vʲɛtʃur,"Począł zapadać wczesny, zimowy wieczór.",Począł zapadać wczesny zimowy wieczór.
dlatɛɡɔ zvɨklɛ ɔbjɛram samɔtnɨ pʃɛdʑaw i pwatsɛ zatɔ ɡrubɨ napivɛk,Dlatego zwykle obieram samotny przedział i płacę za to gruby napiwek.,Dlatego zwykle obieram samotny powiedział i płace za to gruby napiwek.
ku ɲʲɛmiwɛmu zdumjɛɲʲu zauvaʒɨw ʒɛ ɲʲɛ jɛst sam mʲaw tɔvaʒɨʃa pɔdruʒɨ,"Ku niemiłemu zdumieniu zauważył, że nie jest sam: miał towarzysza podróży.","ku niemilemu zdumieniu zauważył, że nie jest sam miał towarzysza podróży."
bɔː i tak jɛzd zaistɛ,Bo i tak jest zaiste.,Bo i tak jest zaiste.
ɕmʲawɔ ɲʲɛx paɲi muvi,Śmiało niech pani mówi.,Śmiało niech pani mówi.
pʃɛs xfilɛ xtɕaw jɛj tɔ vɨtwumatʃɨtɕ,Przez chwilę chciał jej to wytłumaczyć.,Przez chwilę chciał jej to wytłumaczyć.
spɔtkawɛm jɔ̃ ras,Spotkałem ją raz,Spotkałem ją raz.
tɔ mi fantazja,To mi fantazja!,To mi fantazja!
znalazwɛm tɛ dva pʃɛwɔntʃɲiki i aktɨvɔvawɛm jɛ fʃɨstkʲɛ,Znalazłem te dwa przełączniki i aktywowałem je wszystkie!,Znalezionem te dwa przełączniki i aktywowałem je wszystkie
ɔna klɛŋka,Ona klęka.,Ona klęka.
tɛn sɔk muɡwbɨ zaʃkɔdʑitɕ panɲʲɛ karɔliɲʲɛ,Ten sok mógłby zaszkodzić pannie Karolinie?,Ten rok mógłby zaszkodzić pannie karowanie
ɲʲɛ ɡɲʲɛvaʃ ɕɛ ʒɛ ɔn tɕɛ pʃɨtɨm zastɔmpiw tɛras jɛst fʃɨstkɔ f pɔʒɔntku,"Nie gniewasz się, że on cię przy tym zastąpił? Teraz jest wszystko w porządku.","Nie gnieważ się, że on cię przy tym zastąpił, teraz jest wszystko w porządku"
axa muʃɛ ɔpisatɕ tsɔ dʑawɔ ɕɛ ftʃɔraj,"Aha, muszę opisać, co działo się wczoraj.","Aha, muszę opisać, co działało się wczoraj."
vɛɕ fɛlku tɛn pʲɛrɕtɕɛɲ,"Weź, Felku, ten pierścień.",Weź filku ten pierścień.
naxɨlitɕ ɕɛ ɲiskɔ dɔ ʑɛmi,"Nachylić się nisko, do ziemi!",Nachylić się nisko do ziemi.
ɔt mʲasta dɔ mʲasta,Od miasta do miasta!,Od miasta do miasta.
skɔʒɨstaj s tɛɡɔ jɛʒɛli tɕi ʒɨtɕɛ miwɛ,"Skorzystaj z tego, jeżeli ci życie miłe.","Skorzystaj z tego, jeżeli ci życie miłe."
pɔdɲʲus ɕɛ i pɔtsawɔvaw jɔ̃ w usta,Podniósł się i pocałował ją w usta.,Podniósł się i pocałował ją w usta.
namɲʲɛ nɔ tɔː ɔtprɔvatɕ mɲʲɛ,"Na mnie? No, to odprowadź mnie.",Na mnie no to odprowadzić mnie.
